,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional
349,261,"Hyland, Bones",SG,21,DEN,69,1310,14.4,0.558,0.627,0.219,1.2,14.4,8.0,21.2,1.5,1.4,12.1,23.8,,1.1,1.3,2.4,0.088,,0.3,-0.7,-0.4,0.5,hylanbo01
350,262,"Ibaka, Serge",C,32,TOT,54,878,14.4,0.579,0.334,0.149,7.7,22.2,15.1,8.4,0.6,3.3,12.0,17.8,,0.8,1.1,2.0,0.108,,-1.3,-0.2,-1.5,0.1,ibakase01
351,262,"Ibaka, Serge",C,32,LAC,35,538,14.9,0.567,0.323,0.151,8.1,21.0,14.8,10.2,0.6,4.1,13.9,19.4,,0.3,0.8,1.1,0.096,,-1.3,0.3,-1.0,0.1,ibakase01
352,262,"Ibaka, Serge",C,32,MIL,19,339,13.7,0.601,0.356,0.144,7.0,23.9,15.7,5.4,0.6,2.0,8.3,15.2,,0.5,0.4,0.9,0.128,,-1.4,-1.0,-2.4,0.0,ibakase01
353,263,"Iguodala, Andre",SF,38,GSW,31,603,12.3,0.478,0.612,0.165,3.9,13.9,9.1,24.7,2.2,3.5,17.7,11.4,,0.5,1.1,1.6,0.125,,-0.9,3.7,2.7,0.7,iguodan01
354,264,"Ingles, Joe",SF,34,UTA,45,1122,10.0,0.551,0.789,0.077,1.2,11.2,6.4,19.0,1.0,0.4,13.5,13.2,,1.3,0.9,2.2,0.094,,-0.7,0.5,-0.3,0.5,inglejo01
355,265,"Ingram, Brandon",SF,24,NOP,55,1869,18.7,0.554,0.23,0.328,2.0,17.3,9.5,27.8,0.9,1.3,11.8,29.3,,2.5,1.3,3.9,0.099,,2.6,-0.6,2.0,1.9,ingrabr01
356,266,"Irving, Kyrie",PG,29,BRK,29,1091,21.4,0.592,0.388,0.209,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,,2.4,0.9,3.3,0.147,,4.2,-1.2,3.0,1.4,irvinky01
357,267,"Iwundu, Wes",SF,27,ATL,3,82,7.1,0.557,0.278,0.222,4.0,13.3,8.7,0.0,0.6,0.0,4.8,11.1,,0.1,0.0,0.1,0.046,,-4.1,-2.7,-6.8,-0.1,iwundwe01
358,268,"Jackson, Frank",PG,23,DET,53,1164,10.6,0.53,0.578,0.215,1.7,6.7,4.0,7.6,1.1,0.7,6.7,20.9,,0.3,0.4,0.7,0.031,,-1.8,-1.7,-3.5,-0.4,jacksfr01
359,269,"Jackson, Isaiah",C,20,IND,36,541,20.5,0.607,0.078,0.427,12.2,18.7,15.4,2.9,2.3,8.4,14.0,22.5,,0.7,0.7,1.4,0.126,,-1.6,0.0,-1.6,0.0,jacksis01
360,270,"Jackson, Jaren",PF,22,MEM,78,2126,17.0,0.535,0.387,0.333,5.7,16.9,11.2,5.8,1.6,7.4,9.9,25.4,,1.7,3.7,5.4,0.121,,-0.9,0.8,-0.1,1.0,jacksja02
361,271,"Jackson, Josh",SF,24,TOT,51,830,9.5,0.491,0.433,0.257,2.6,16.4,9.2,10.0,1.5,2.4,12.3,19.7,,-0.7,0.7,0.0,0.001,,-4.1,-0.4,-4.5,-0.5,jacksjo02
362,271,"Jackson, Josh",SF,24,DET,39,707,9.9,0.501,0.45,0.223,2.5,17.1,9.4,10.7,1.4,2.3,12.1,19.0,,-0.4,0.6,0.2,0.013,,-3.5,-0.2,-3.7,-0.3,jacksjo02
363,271,"Jackson, Josh",SF,24,SAC,12,123,7.1,0.446,0.347,0.429,3.5,12.5,8.0,5.8,2.0,2.8,13.4,23.5,,-0.3,0.1,-0.2,-0.067,,-7.2,-2.0,-9.2,-0.2,jacksjo02
364,272,"Jackson, Justin",SF,26,TOT,7,36,7.7,0.472,0.6,0.133,3.0,16.9,10.1,7.1,0.0,0.0,5.9,19.7,,0.0,0.0,0.0,0.033,,-2.2,-1.1,-3.3,0.0,jacksju01
365,272,"Jackson, Justin",SF,26,BOS,1,2,22.7,0.532,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,,0.0,0.0,0.0,0.251,,1.9,-4.4,-2.5,0.0,jacksju01
366,272,"Jackson, Justin",SF,26,PHO,6,35,6.8,0.464,0.643,0.0,3.1,17.9,10.7,7.5,0.0,0.0,6.7,18.4,,0.0,0.0,0.0,0.019,,-2.5,-0.9,-3.4,0.0,jacksju01
367,273,"Jackson, Reggie",SG,31,LAC,75,2337,12.1,0.488,0.419,0.133,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,,-1.7,2.0,0.4,0.008,,-1.4,-1.6,-3.0,-0.6,jacksre01
368,274,"James, LeBron",C,37,LAL,56,2084,26.2,0.619,0.367,0.275,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,,5.2,2.3,7.5,0.172,,6.9,0.8,7.7,5.1,jamesle01
369,275,"Jarreau, DeJon",SG,24,IND,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.022,,-6.5,-1.5,-8.0,0.0,jarrede01
370,276,"Jeffries, DaQuan",SG,24,MEM,3,9,8.4,0.5,0.5,0.0,0.0,23.8,11.6,14.0,0.0,0.0,0.0,9.1,,0.0,0.0,0.0,0.099,,-5.8,0.9,-4.9,0.0,jeffrda01
371,277,"Jerome, Ty",SG,24,OKC,48,801,11.3,0.488,0.567,0.143,2.4,7.7,5.0,21.3,1.8,0.6,9.6,20.8,,0.0,0.5,0.5,0.032,,-2.2,-0.2,-2.3,-0.1,jeromty01
372,278,"Joe, Isaiah",SG,22,PHI,55,609,7.7,0.519,0.763,0.175,1.1,9.0,5.1,8.1,1.1,0.4,9.1,15.5,,0.0,0.4,0.4,0.035,,-3.1,-1.5,-4.6,-0.4,joeis01
373,279,"Johnson, Alize",PF,25,TOT,23,167,10.7,0.463,0.103,0.308,18.8,22.1,20.4,7.1,1.5,0.0,21.3,14.8,,0.0,0.1,0.1,0.041,,-3.6,-1.8,-5.5,-0.1,johnsal02
374,279,"Johnson, Alize",PF,25,CHI,16,121,10.2,0.537,0.087,0.304,15.0,18.5,16.7,8.6,1.2,0.0,23.5,12.4,,0.1,0.1,0.2,0.063,,-3.4,-0.6,-4.0,-0.1,johnsal02
375,279,"Johnson, Alize",PF,25,WAS,3,18,5.7,0.311,0.333,0.167,31.3,42.4,36.9,0.0,0.0,0.0,31.8,23.3,,-0.1,0.0,-0.1,-0.183,,-7.7,-8.3,-16.1,-0.1,johnsal02
376,279,"Johnson, Alize",PF,25,NOP,4,28,15.9,0.383,0.0,0.4,27.1,24.3,25.7,4.9,3.5,0.0,7.8,19.6,,0.0,0.0,0.1,0.088,,-1.9,-3.0,-4.9,0.0,johnsal02
377,280,"Johnson, B.J.",SF,26,ORL,4,65,12.1,0.52,0.4,0.0,9.7,14.7,12.2,0.0,0.0,1.4,0.0,16.7,,0.1,0.0,0.1,0.065,,-0.7,-3.9,-4.7,0.0,johnsbj01
378,281,"Johnson, Cameron",PF,25,PHO,66,1730,15.2,0.625,0.644,0.188,2.7,14.0,8.5,7.7,1.6,0.8,6.7,17.5,,3.2,2.4,5.6,0.156,,2.0,0.7,2.7,2.1,johnsca02
379,282,"Johnson, David",SG,20,TOR,2,2,-20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,,0.0,0.0,0.0,-0.495,,-19.0,-8.7,-27.7,0.0,johnsda08
380,283,"Johnson, Jalen",PF,20,ATL,22,120,11.3,0.59,0.317,0.171,1.8,21.8,11.9,3.7,1.2,1.5,17.0,19.3,,-0.1,0.1,0.0,0.013,,-3.9,-1.1,-4.9,-0.1,johnsja05
381,284,"Johnson, James",PF,34,BRK,62,1191,10.3,0.513,0.277,0.179,4.8,14.6,9.8,14.5,1.2,2.6,12.7,13.7,,0.6,1.1,1.7,0.068,,-2.7,0.6,-2.2,-0.1,johnsja01
382,285,"Johnson, Joe",SG,40,BOS,1,2,38.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,0.335,,12.1,2.8,15.0,0.0,johnsjo02
383,286,"Johnson, Keldon",SF,22,SAS,75,2392,15.2,0.574,0.395,0.231,3.5,16.7,10.0,9.5,1.2,0.5,7.6,21.3,,2.9,2.0,4.9,0.098,,0.7,-1.2,-0.5,0.9,johnske04
384,287,"Johnson, Keon",SG,19,TOT,37,696,8.7,0.453,0.368,0.188,3.7,9.1,6.3,16.3,2.0,1.7,13.5,21.2,,-0.8,0.4,-0.5,-0.031,,-4.0,-2.0,-5.9,-0.7,johnske07
385,287,"Johnson, Keon",SG,19,LAC,15,135,9.4,0.44,0.216,0.412,4.8,11.4,8.2,13.7,2.5,1.3,10.4,21.9,,-0.1,0.2,0.1,0.018,,-6.0,0.3,-5.7,-0.1,johnske07
386,287,"Johnson, Keon",SG,19,POR,22,562,8.5,0.457,0.403,0.136,3.4,8.5,5.9,17.0,1.8,1.8,14.3,21.1,,-0.7,0.2,-0.5,-0.043,,-3.5,-2.5,-6.0,-0.6,johnske07
387,288,"Johnson, Stanley",PF,25,LAL,48,1094,10.5,0.564,0.418,0.295,3.4,11.9,7.6,9.8,1.9,1.1,11.0,12.5,,0.9,0.9,1.8,0.079,,-2.8,0.1,-2.7,-0.2,johnsst04
388,289,"Johnson, Tyler",PG,29,TOT,6,91,7.1,0.425,0.65,0.0,3.5,10.7,7.1,9.5,1.6,2.8,9.1,10.5,,0.0,0.1,0.1,0.033,,-3.9,0.8,-3.0,0.0,johnsty01
389,289,"Johnson, Tyler",PG,29,PHI,3,38,9.4,0.55,0.7,0.0,3.0,14.4,8.8,7.4,1.3,2.4,9.1,13.0,,0.0,0.0,0.1,0.072,,-2.4,0.5,-2.0,0.0,johnsty01
390,289,"Johnson, Tyler",PG,29,SAS,3,53,5.5,0.3,0.6,0.0,3.9,8.0,5.9,11.0,1.8,3.2,9.1,8.8,,0.0,0.0,0.0,0.006,,-4.9,1.1,-3.8,0.0,johnsty01
391,290,"Jokić, Nikola",C,26,DEN,74,2476,32.8,0.661,0.22,0.357,9.6,35.5,23.0,42.6,2.2,2.3,15.6,31.9,,10.8,4.5,15.2,0.296,,9.2,4.5,13.7,9.8,jokicni01
392,291,"Jones, Carlik",PG,24,TOT,5,23,-1.8,0.202,0.111,0.222,4.8,9.7,7.3,26.7,2.2,0.0,23.3,25.1,,-0.2,0.0,-0.1,-0.285,,-11.3,-4.2,-15.5,-0.1,jonesca03
393,291,"Jones, Carlik",PG,24,DAL,3,19,-4.0,0.127,0.143,0.286,5.8,11.7,8.8,32.3,2.6,0.0,27.6,25.8,,-0.2,0.0,-0.1,-0.338,,-13.0,-4.3,-17.3,-0.1,jonesca03
394,291,"Jones, Carlik",PG,24,DEN,2,4,8.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,,0.0,0.0,0.0,-0.03,,-3.0,-3.7,-6.7,0.0,jonesca03
395,292,"Jones, Damian",C,26,SAC,56,1017,18.3,0.701,0.109,0.492,7.9,18.5,13.2,10.2,1.2,4.0,15.4,16.2,,2.4,0.9,3.3,0.156,,-0.2,0.5,0.3,0.6,jonesda03
396,293,"Jones, Derrick",PF,24,CHI,51,899,13.0,0.633,0.313,0.359,7.6,13.6,10.6,4.4,1.4,3.2,11.7,12.5,,1.4,0.8,2.2,0.119,,-1.5,0.5,-0.9,0.2,jonesde02
397,294,"Jones, Herbert",PF,23,NOP,78,2335,12.3,0.573,0.293,0.283,4.5,9.6,7.0,10.0,2.7,2.5,13.4,13.7,,2.1,2.5,4.6,0.096,,-2.0,1.5,-0.5,0.9,joneshe01
398,295,"Jones, Jemerrio",SF,26,LAL,2,15,14.8,0.667,0.0,0.0,14.4,7.1,10.8,0.0,3.2,0.0,0.0,8.6,,0.0,0.0,0.1,0.17,,-1.1,0.1,-1.0,0.0,jonesje01
399,296,"Jones, Kai",C,21,CHO,21,63,9.2,0.628,0.143,0.571,5.0,13.7,9.2,8.6,0.8,3.0,25.5,15.9,,0.0,0.0,0.0,0.009,,-5.2,-1.4,-6.6,-0.1,joneska01
400,297,"Jones, Mason",SG,23,LAL,4,51,17.8,0.625,0.267,1.0,2.1,18.9,10.5,10.9,1.9,0.0,4.4,19.0,,0.2,0.0,0.2,0.201,,-1.2,0.3,-0.9,0.0,jonesma05
401,298,"Jones, Tre",PG,22,SAS,69,1148,15.0,0.545,0.15,0.268,2.6,11.6,7.1,27.0,1.8,0.5,10.8,15.6,,1.9,0.9,2.9,0.121,,-0.9,0.4,-0.5,0.4,jonestr01
402,299,"Jones, Tyus",PG,25,MEM,73,1549,16.5,0.544,0.371,0.12,1.1,11.0,5.9,28.2,2.0,0.1,7.3,16.6,,3.4,1.6,5.1,0.158,,1.2,0.5,1.7,1.4,jonesty01
403,300,"Jordan, DeAndre",C,33,TOT,48,622,17.2,0.641,0.0,0.28,14.7,31.4,23.1,4.9,0.9,5.0,18.7,13.9,,0.9,1.0,1.9,0.145,,-1.5,0.1,-1.4,0.1,jordade01
404,300,"Jordan, DeAndre",C,33,LAL,32,408,17.5,0.657,0.0,0.292,13.5,31.8,22.7,4.5,1.2,5.7,17.3,12.8,,0.7,0.6,1.3,0.153,,-1.5,0.9,-0.6,0.2,jordade01
405,300,"Jordan, DeAndre",C,33,PHI,16,214,16.5,0.615,0.0,0.259,17.0,30.8,24.0,5.6,0.5,3.8,21.0,16.0,,0.3,0.3,0.6,0.131,,-1.6,-1.4,-2.9,0.0,jordade01
406,301,"Joseph, Cory",PG,30,DET,65,1600,11.4,0.579,0.393,0.283,1.9,10.3,5.9,21.8,1.3,1.0,15.9,14.3,,1.7,0.8,2.5,0.075,,-2.0,-0.1,-2.1,0.0,josepco01
407,302,"Kalaitzakis, Georgios",SF,23,TOT,13,213,8.6,0.536,0.388,0.448,3.0,7.3,5.1,8.8,2.5,0.9,20.0,20.2,,-0.3,0.2,-0.1,-0.024,,-5.1,-1.9,-7.0,-0.3,kalaige01
408,302,"Kalaitzakis, Georgios",SF,23,MIL,9,48,5.8,0.535,0.364,0.818,9.0,8.7,8.8,0.0,1.0,2.0,21.1,16.9,,0.0,0.0,0.0,-0.01,,-5.8,-2.1,-7.9,-0.1,kalaige01
409,302,"Kalaitzakis, Georgios",SF,23,OKC,4,166,9.4,0.536,0.393,0.375,1.2,6.9,4.0,11.4,2.9,0.6,19.7,21.1,,-0.2,0.2,-0.1,-0.028,,-4.9,-1.9,-6.8,-0.2,kalaige01
410,303,"Kaminsky, Frank",C,28,PHO,9,181,21.3,0.635,0.227,0.303,6.7,17.3,12.1,10.1,2.1,3.4,6.3,19.0,,0.5,0.3,0.9,0.228,,2.4,2.5,4.9,0.3,kaminfr01
411,304,"Kennard, Luke",SG,25,LAC,70,1919,13.3,0.619,0.662,0.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,,2.8,1.7,4.5,0.113,,0.8,-0.3,0.5,1.2,kennalu01
412,305,"Key, Braxton",SF,24,TOT,11,197,13.7,0.508,0.292,0.181,6.8,21.4,13.7,8.9,2.5,5.0,12.4,19.4,,-0.1,0.3,0.2,0.052,,-3.8,0.6,-3.3,-0.1,keybr01
413,305,"Key, Braxton",SF,24,PHI,2,6,9.0,0.5,0.5,0.0,18.9,18.3,18.6,25.7,8.3,0.0,50.0,29.9,,0.0,0.0,0.0,-0.169,,-9.5,3.3,-6.2,0.0,keybr01
414,305,"Key, Braxton",SF,24,DET,9,191,13.9,0.508,0.286,0.186,6.5,21.5,13.6,8.4,2.3,5.2,10.6,19.0,,0.0,0.3,0.2,0.059,,-3.7,0.5,-3.2,-0.1,keybr01
415,306,"King, George",SF,28,DAL,4,19,-12.3,0.085,0.8,0.4,0.0,29.3,14.6,0.0,0.0,0.0,14.5,16.3,,-0.1,0.0,-0.1,-0.296,,-16.5,-3.5,-20.1,-0.1,kingge03
416,307,"King, Louis",SF,22,SAC,10,104,8.1,0.438,0.574,0.213,0.0,12.7,6.3,12.5,0.9,0.8,0.0,21.2,,0.0,0.0,0.0,0.0,,-3.0,-1.6,-4.6,-0.1,kinglo02
417,308,"Kispert, Corey",SF,22,WAS,77,1801,10.9,0.586,0.623,0.121,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,,1.6,0.7,2.3,0.061,,-0.8,-1.5,-2.3,-0.1,kispeco01
418,309,"Kleber, Maxi",PF,30,DAL,59,1450,11.0,0.537,0.72,0.184,5.4,21.5,13.4,6.5,1.0,3.6,10.9,13.3,,0.7,2.3,3.0,0.098,,-1.6,1.2,-0.4,0.6,klebima01
419,310,"Knight, Brandon",PG,30,DAL,5,65,13.0,0.561,0.68,0.32,0.0,13.7,6.8,18.6,0.8,0.0,12.3,22.5,,0.1,0.1,0.1,0.091,,-2.7,-1.9,-4.6,0.0,knighbr03
420,311,"Knight, Nathan",PF,24,MIN,37,267,18.7,0.603,0.148,0.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,,0.6,0.3,1.0,0.171,,-0.7,0.1,-0.6,0.1,knighna01
421,312,"Knox, Kevin",SF,22,TOT,30,222,10.9,0.491,0.635,0.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20.0,,0.1,0.2,0.2,0.047,,-1.9,-2.2,-4.1,-0.1,knoxke01
422,312,"Knox, Kevin",SF,22,NYK,13,111,11.6,0.529,0.7,0.25,7.6,13.8,10.7,4.2,0.9,0.9,10.1,19.5,,0.0,0.1,0.1,0.062,,0.5,-1.9,-1.4,0.0,knoxke01
423,312,"Knox, Kevin",SF,22,ATL,17,111,10.1,0.457,0.578,0.267,5.9,15.7,10.8,8.8,0.9,0.8,3.8,20.6,,0.0,0.1,0.1,0.031,,-4.4,-2.5,-6.9,-0.1,knoxke01
424,313,"Konchar, John",SG,25,MEM,72,1292,14.0,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,,2.4,1.8,4.2,0.155,,0.2,1.3,1.5,1.2,konchjo01
425,314,"Korkmaz, Furkan",SG,24,PHI,67,1414,10.2,0.502,0.566,0.179,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,,0.1,1.1,1.2,0.041,,-2.0,-1.1,-3.1,-0.4,korkmfu01
426,315,"Kornet, Luke",C,26,TOT,15,103,16.6,0.506,0.185,0.222,14.0,16.4,15.2,12.4,1.4,2.6,0.0,12.7,,0.2,0.2,0.4,0.194,,-0.9,0.4,-0.5,0.0,kornelu01
427,315,"Kornet, Luke",C,26,CLE,2,15,8.7,0.316,0.2,0.6,15.1,7.2,11.1,8.8,0.0,5.9,0.0,18.6,,0.0,0.0,0.0,0.008,,-6.7,-3.2,-9.9,0.0,kornelu01
428,315,"Kornet, Luke",C,26,MIL,1,3,-5.0,0.0,0.0,0.0,36.1,0.0,17.7,0.0,0.0,0.0,0.0,14.2,,0.0,0.0,0.0,-0.154,,-14.2,-10.5,-24.7,0.0,kornelu01
429,315,"Kornet, Luke",C,26,BOS,12,85,18.8,0.582,0.19,0.143,13.0,18.6,15.9,13.5,1.8,2.1,0.0,11.6,,0.3,0.2,0.4,0.239,,0.6,1.4,2.1,0.1,kornelu01
430,316,"Krejci, Vit",SG,21,OKC,30,690,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,,0.1,0.5,0.6,0.042,,-4.3,-1.0,-5.3,-0.6,krejcvi01
431,317,"Kulboka, Arnoldas",SF,24,CHO,2,5,-10.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,,0.0,0.0,0.0,-0.217,,-14.7,-7.1,-21.8,0.0,kulboar01
432,318,"Kuminga, Jonathan",SF,19,GSW,70,1185,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12.0,22.7,,1.3,1.8,3.0,0.123,,-1.3,-0.2,-1.5,0.1,kuminjo01
433,319,"Kuzma, Kyle",PF,26,WAS,66,2204,15.2,0.547,0.401,0.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,,0.0,2.0,2.0,0.044,,0.2,-0.4,-0.2,1.0,kuzmaky01
434,320,"Lamb, Anthony",SF,24,SAS,2,8,-0.5,0.0,1.0,0.0,0.0,13.2,6.6,27.9,0.0,0.0,0.0,10.6,,0.0,0.0,0.0,-0.138,,-6.2,-1.8,-8.0,0.0,lamban01
435,321,"Lamb, Jeremy",SF-SG,29,TOT,56,935,13.3,0.521,0.49,0.305,3.0,15.3,9.1,12.3,1.6,2.0,8.6,19.7,,0.6,0.6,1.2,0.063,,-0.4,-0.5,-0.8,0.3,lambje01
436,321,"Lamb, Jeremy",SF,29,IND,39,613,13.4,0.524,0.513,0.351,2.7,14.6,8.5,11.6,1.8,2.0,8.4,20.0,,0.5,0.4,0.9,0.07,,-0.2,-0.2,-0.5,0.2,lambje01
437,321,"Lamb, Jeremy",SG,29,SAC,17,322,13.1,0.514,0.445,0.218,3.7,16.7,10.1,13.5,1.2,2.2,9.1,19.1,,0.1,0.2,0.3,0.051,,-0.6,-0.9,-1.5,0.0,lambje01
438,322,"Landale, Jock",C,26,SAS,54,589,16.0,0.597,0.436,0.201,11.1,13.5,12.3,10.6,0.8,2.0,12.3,18.1,,1.0,0.4,1.5,0.121,,0.7,-1.1,-0.4,0.2,landajo01
439,323,"Langford, Romeo",SG,22,TOT,48,771,9.2,0.52,0.445,0.22,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,,0.3,1.0,1.3,0.082,,-2.3,1.0,-1.4,0.1,langfro01
440,323,"Langford, Romeo",SG,22,BOS,44,728,9.3,0.52,0.451,0.185,4.6,10.7,7.7,3.6,1.4,2.0,7.4,13.0,,0.2,1.0,1.3,0.084,,-2.3,1.1,-1.2,0.2,langfro01
441,323,"Langford, Romeo",SG,22,SAS,4,43,8.1,0.523,0.286,1.143,0.0,9.8,4.9,5.8,1.1,0.0,0.0,10.3,,0.0,0.0,0.0,0.053,,-3.8,-0.4,-4.2,0.0,langfro01
442,324,"LaVine, Zach",SG,26,CHI,67,2328,20.0,0.605,0.401,0.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,,4.5,1.3,5.8,0.12,,3.9,-1.5,2.4,2.6,lavinza01
443,325,"Layman, Jake",SF,27,MIN,34,231,9.0,0.5,0.479,0.247,2.7,14.3,8.4,5.3,1.4,2.1,11.0,16.4,,-0.1,0.2,0.1,0.024,,-3.3,-0.6,-3.9,-0.1,laymaja01
444,326,"Lee, Damion",SG,29,GSW,63,1256,10.9,0.561,0.488,0.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,,0.9,1.8,2.7,0.102,,-2.4,0.4,-2.0,0.0,leeda03
445,327,"Lee, Saben",PG,22,DET,37,604,13.8,0.499,0.339,0.401,3.1,13.0,7.8,26.2,2.9,1.8,14.7,17.3,,0.3,0.7,0.9,0.073,,-1.9,1.5,-0.4,0.2,leesa01
446,328,"Len, Alex",C,28,SAC,39,620,13.1,0.577,0.119,0.358,9.0,19.3,14.1,10.6,1.0,3.5,17.4,17.1,,0.4,0.5,0.9,0.07,,-3.2,0.3,-2.9,-0.1,lenal01
447,329,"LeVert, Caris",SG,27,TOT,58,1780,15.1,0.525,0.3,0.226,2.7,10.7,6.7,22.0,1.4,1.1,10.3,25.4,,1.2,1.0,2.2,0.059,,0.0,-1.2,-1.2,0.4,leverca01
448,329,"LeVert, Caris",SG,27,IND,39,1214,16.3,0.53,0.304,0.235,2.7,11.2,6.9,22.8,1.4,1.3,9.9,26.8,,1.1,0.4,1.5,0.06,,1.0,-1.3,-0.3,0.5,leverca01
449,329,"LeVert, Caris",SG,27,CLE,19,567,12.4,0.511,0.289,0.203,2.6,9.7,6.2,20.5,1.4,0.8,11.6,22.3,,0.1,0.6,0.7,0.057,,-2.1,-1.1,-3.1,-0.2,leverca01
450,330,"Lewis, Kira",PG,20,NOP,24,341,9.8,0.466,0.397,0.082,2.9,10.0,6.3,21.7,1.6,0.3,14.7,22.3,,-0.3,0.2,-0.1,-0.017,,-2.8,-1.2,-4.0,-0.2,lewiski01
451,331,"Lewis, Scottie",SG,21,CHO,2,7,14.6,0.568,,,0.0,0.0,0.0,16.2,6.9,0.0,0.0,5.3,,0.0,0.0,0.0,0.164,,0.0,5.9,6.0,0.0,lewissc01
452,332,"Lillard, Damian",PG,31,POR,29,1056,18.5,0.55,0.514,0.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,,1.7,0.1,1.7,0.079,,4.0,-2.7,1.3,0.9,lillada01
453,333,"Little, Nassir",SF,21,POR,42,1088,13.5,0.575,0.489,0.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,,1.2,0.6,1.7,0.076,,-0.9,-0.6,-1.4,0.2,littlna01
454,334,"Livers, Isaiah",SF,23,DET,19,383,11.1,0.629,0.711,0.156,4.0,12.5,8.0,8.0,1.7,1.6,13.5,12.4,,0.4,0.3,0.7,0.085,,-1.3,-0.2,-1.5,0.0,liveris01
455,335,"Looney, Kevon",C,25,GSW,82,1732,15.7,0.586,0.003,0.343,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,,3.5,3.2,6.8,0.187,,-0.9,1.7,0.9,1.3,looneke01
456,336,"Lopez, Brook",C,33,MIL,13,298,16.0,0.57,0.405,0.176,6.9,11.9,9.4,3.0,1.3,4.8,7.8,21.9,,0.3,0.3,0.7,0.108,,-0.7,-0.7,-1.3,0.1,lopezbr01
457,337,"Lopez, Robin",C,33,ORL,36,612,13.7,0.57,0.03,0.271,11.7,10.0,10.9,14.4,0.2,2.7,16.5,18.9,,0.5,0.3,0.8,0.064,,-2.4,-1.4,-3.8,-0.3,lopezro01
458,338,"Louzada, Didi",SG-SF,22,TOT,9,129,6.4,0.517,0.697,0.061,4.1,10.6,7.2,5.3,0.8,1.5,12.9,13.0,,0.0,0.0,0.0,-0.005,,-4.1,-3.4,-7.5,-0.2,louzama01
459,338,"Louzada, Didi",SF,22,NOP,2,7,-1.2,0.0,1.0,0.0,31.0,0.0,15.8,17.1,0.0,0.0,0.0,18.4,,0.0,0.0,0.0,-0.238,,-4.1,-8.4,-12.5,0.0,louzama01
460,338,"Louzada, Didi",SG,22,POR,7,122,6.8,0.567,0.667,0.067,2.6,11.2,6.8,4.7,0.8,1.6,13.9,12.7,,0.0,0.0,0.0,0.008,,-4.1,-3.1,-7.2,-0.2,louzama01
461,339,"Love, Kevin",C,33,CLE,74,1665,19.6,0.594,0.627,0.26,5.9,29.2,17.8,15.3,0.8,1.0,10.4,25.1,,3.2,2.5,5.7,0.164,,4.4,0.1,4.5,2.7,loveke01
462,340,"Lowry, Kyle",PG,35,MIA,63,2133,15.0,0.6,0.609,0.278,1.8,13.0,7.5,32.3,1.6,0.8,19.3,18.2,,3.7,2.7,6.4,0.143,,1.1,0.8,2.0,2.1,lowryky01
463,341,"Lundberg, Gabriel",SG,27,PHO,4,44,7.7,0.342,0.421,0.0,5.0,11.9,8.5,31.5,3.3,0.0,13.6,21.5,,-0.1,0.1,0.0,-0.005,,-5.3,0.5,-4.8,0.0,lundbga01
464,342,"Luwawu-Cabarrot, Timothé",SF,26,ATL,52,685,9.3,0.556,0.656,0.22,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,,0.6,0.3,0.9,0.061,,-2.3,-1.0,-3.3,-0.2,luwawti01
465,343,"Lyles, Trey",PF,26,TOT,75,1536,16.4,0.588,0.372,0.432,6.0,21.2,13.4,9.0,0.9,1.9,9.8,20.7,,2.4,1.2,3.5,0.111,,0.5,-0.8,-0.3,0.7,lylestr01
